SITUS_ZIP,TOTAL_VALUE
80220-4643,395100
80205-4848,403200
None,281900
80222-3944,353700
None,66500
80206-1512,470600
80220-5314,1786700
80210-4613,416200
80216-2546,203600
80123-0814,452700
80206-4019,714100
80211-2768,328300
80205-4325,500500
80212-2812,497900
80219-3546,264000
80204-3942,1455400
80223-4301,324000
80247-6814,588100
80123-1029,288200
80211-5024,498800
None,740500
80218-3403,415800
80223-2627,240600
80239-4033,239900
80216-4042,217500
80220-2249,245000
80207-2606,691000
80219-1626,280900
80239-4251,259300
80218-3901,1693400
80238-3587,805000
80249-6582,252400
None,540200
80209-4337,819100
None,884900
80211-1925,298900
80224-2018,430400
80206-1512,516200
80220-3477,258100
80219-1351,301700
80123-1034,255000
80123-5108,435600
80224-1237,188400
None,100
None,100
80216-4836,280300
80205-3657,1799500
80227-4125,385300
80219-5311,287700
80220-2626,368000
80222-6858,306800
80231-8008,399600
80222-7345,350500
80223-2516,273600
80123-1604,342000
80210-4610,750300
80236-2104,308900
80231-4760,407000
80207-2213,240800
80216-3534,189700
80220-6334,2487700
80207-1918,213800
80230-6772,764200
80224-1955,441400
80205-4213,242600
80227-3820,329600
80203-4106,423900
80219-3474,145600
80204-4649,279500
80219-2919,291300
80206-3510,552900
80210-6945,929800
80211-1617,470700
80220-5365,989200
80210-4047,726200
80223-2019,299500
None,684100
80216-3540,183800
None,518100
80227-3867,297700
80211-1145,383900
None,616200
None,269100
None,197600
80207-2145,234600
80227-3610,374600
80212-2922,337600
80236-2605,243400
None,154700
80220-3330,228500
None,439000
80210-3345,377600
80239-6035,228400
80221-1225,206100
80222-7348,326800
80210-4813,1622000
80211-1114,558100
80211-4114,632100
80220-6010,519000
80209-2005,915200
80238-3380,457500
80237-1044,404900
80231-6019,373000
80218-4024,469600
80219-4124,215400
80223-2032,157900
80231-4547,381900
80237-2168,444800
80231-5614,216000
80211-1940,442800
80238-3362,790200
None,30800
80239-5109,218400
80207-2665,301600
80219-2234,213300
80219-1606,181900
80222-3807,678900
80205-2708,441800
None,312800
80209-1718,404400
80227-3827,321100
80207-3034,552100
80211-3645,543200
80239-3341,2463900
None,700100
80222-6509,336700
80236-3354,397000
80212-1455,376200
80219-1740,226400
80239-5872,244900
80230-6536,701000
80218-3939,437900
80212-2326,396100
80219-1022,230600
80231-6425,405700
80239-3854,234000
80211-4617,474600
80211,74900
80210-1512,372500
80239-5854,255700
80212-1111,489900
80204-3118,180300
80203-4031,328200
80204-3031,184200
80211-3345,365800
None,148800
80219-3219,194500
80216-3943,781200
80239-5456,237900
80239-3898,236400
80209-4224,539700
80205-3452,218000
80238-2624,892100
80210-5639,1118000
80205-3944,279000
80223-2304,224000
80227-3426,252000
80227-3823,323900
80219-5206,263800
80249-8528,260500
80211-4050,501500
80210-4062,633700
80237-1510,374400
80219-1540,100
80249-8712,365600
80220-2644,607700
80236-3358,362200
80220-1441,393800
80206-4648,1106300
80223-1433,245300
80211-1502,436500
80123-1667,303600
None,100
80247-1935,40300
80219-4112,88800
80210-1911,642100
80237-2068,457800
80223-3525,233300
None,18100
80207-3044,396800
None,100
80236-2441,353400
None,356700
80210-3020,100
80219-5347,218500
80123-1054,306200
80222-6042,404600
80236-2318,332500
80219-1236,222500
80207-2727,360300
80219-3954,276400
80220-5555,420400
80212-2619,221500
80239-3834,240700
80206-3526,436500
80209-4716,702000
80207-3229,480600
80224-2127,509800
80210-3244,348300
80211-1519,522300
80249-6800,246700
80219-5965,191200
80222-6705,313900
80211-1803,427200
80211-3117,15022500
80206-1628,528200
80212-1230,339700
80239-5639,230900
80204-1144,844400
80238-3048,364800
80212-1932,415500
80210-4030,404700
80123-5100,428000
80237-2140,377100
80219-1430,234200
80224-1440,213300
80220-3028,2431800
None,979300
80231-4228,335200
80224-1431,481600
80211-3552,674100
80210-1532,467200
80207-3834,716300
80203-4127,421200
80211-1639,333400
80211-4515,415000
80212-1162,304000
80211-2726,276800
80204-1904,301900
None,100
80206-3716,1047900
None,180100
80211-2135,490400
80203-3613,402500
80239-2810,915100
80211-2130,417400
80249-7355,297400
80219-5329,240200
None,31900
80219-4437,265800
80239-3820,241600
80230-6420,619500
80204-3029,239700
80219-1701,431500
80218-1236,3629900
80246-1418,401200
None,560400
80207-3148,484400
80222-4439,330900
80211-2723,546600
80209-2705,1086500
80204-1706,258600
80210-5609,983900
80220-2037,235200
80123-1631,355000
80205-3428,421700
80239-5857,252200
80219-2661,174500
None,22532000
80218-3641,1325900
80209-2707,756700
80207-1044,254700
80219-2550,175100
80238-2690,484500
80219-4810,238200
80224-1046,540900
80203-3214,1287100
None,919800
80207-3941,700400
80249-7200,284200
80204-1740,286400
80211-1763,720900
80247-6534,415200
80219-1030,269600
80230-7049,689200
80239-5694,320000
80216-2540,189000
80209-4635,686900
80210-3328,423800
80220-2515,525600
80204-2921,216700
80220-6018,362900
80205-4134,393200
80205-2942,301200
80211-1622,734800
80222-5017,1030200
80203-2708,2201500
None,881400
80123-1029,294200
80210-3522,976800
80205-3940,357500
80239-3726,233300
80231-2607,396300
80210-2329,673800
80210-4930,723800
80212-1335,609400
80210-4125,328000
80231-4765,337200
80210-2802,544300
80206-3910,1197700
None,433700
80218-1059,361500
80207-3210,425900
80204-4312,290500
80207-3114,754600
80219-2131,221700
80212-2255,380800
80219-3128,181200
80220-2623,460500
80238-3268,440500
80209-4539,1195800
80123-1830,238500
80223-4004,509000
80236-2840,253800
80239-6503,201000
80219-5141,309400
80212-1951,451700
80209-3309,3540400
80239-3659,242300
80219-1132,169500
None,200
80210-5704,563500
80220-2943,385100
80222-6750,269300
80209-2022,688200
80205-4153,401300
80202-1706,1032100
80205-3738,271200
80219-3312,241700
80204-1568,353600
80210-5659,521800
80205-5350,393800
80249-8617,276800
80211-4640,343900
80249-7134,288100
80210-4615,317600
80209-4139,662100
80249-7212,324500
80205-3643,240500
80205-4365,280700
80211-3552,750100
80239-5803,250800
80211-4808,357400
80249-6593,368300
80236-2437,312600
None,1253800
80238-2684,698500
80222-4407,326300
80207-3246,424100
80230-6533,714800
80209-5142,609900
80236-2374,320900
80123-5163,533900
80236-2293,314200
80223-3831,220500
80219-4339,250600
80207-3147,483100
80209-2428,566000
80219-3542,259100
80205-4718,427200
80210-1619,556400
80223-2507,259600
80123-0835,464200
80223-1437,303000
80205-4932,364300
80220-1541,601400
80247-6813,467600
80211-2122,289900
None,207200
80204-1656,543100
80224-2041,352300
80207-3057,318800
80216-3228,3103500
80206-5524,805300
80239-5013,233700
None,853300
80205-5052,149500
80249-8037,283600
80211-1147,291000
80209-4653,570700
80210-2510,1351900
80231-2661,276700
80219-3518,289700
80219-1940,196900
80220-4953,445100
80223-2634,268200
80223-3111,568500
80204-2922,499000
80212-1943,840000
None,76500
80211-2637,447100
80210-2410,522900
80219-2146,241100
80216-3223,1728100
80247-1928,456800
80220-3038,247600
80206-3849,472600
80239-5644,219100
80249-8305,380300
80218-2717,514900
80218-3932,3658700
80210-6625,557400
80219-5242,285600
80212-2262,385600
80231-6016,393000
80236-2051,329600
80239-5609,205000
80209-4542,1200000
80249-7100,266300
80210-4433,424200
None,811200
80205-3902,389700
80210-5155,458500
80206-3716,990500
80222-3554,489500
80207-3120,411000
80239-5405,256800
80223-1706,216200
80222-3946,371400
80212-1721,365700
80219-4344,200900
80211-1237,445500
80221-1238,379400
80227-3407,247900
80211-3162,403400
80220-3335,324900
80238-3494,710700
80220-2039,258200
80239-3714,213700
80236-2029,305100
80236-2004,273600
80220-5105,567200
80224-1338,538500
80219-2793,270700
80219-2211,207900
80227-4135,327800
80207-1601,241900
80239-7040,254500
80205-3441,457000
80230-6526,757800
80209-4618,958900
80210-2601,768600
80205-3909,294800
80209-2611,1314700
80219-5152,315400
80246-3226,304200
80209-4183,462200
None,482000
80249-8628,256900
80249-8585,325600
80220-1614,729300
80231-6409,336000
80209-4425,615800
80212-1741,509700
80212-2200,838000
80236-2048,298600
80219-5612,289600
80210-2524,445500
80204-3315,286600
80249-8296,272000
None,851100
80205-5134,403800
None,7600000
80239-4366,247700
80212-1417,372800
80205-4708,488400
80211-3109,387600
80210-6022,805300
80222-4402,301200
None,1297000
80209-4409,1103300
80204-5919,478700
80236-2350,488300
80123-1852,267200
80206-3848,915400
80230-6128,808000
80203-4025,419800
80231-4041,361900
80220-2014,289800
80249-8241,484100
80219-4263,248200
80209-3526,714700
80219-5209,304500
80239-5127,258800
None,100
80239-5748,203100
80239-2101,540700
80218-1633,500800
80210-5722,447100
80220-1524,1143800
80249-6641,290100
80221-1065,360400
80224-1308,423300
80231-5673,242900
80216-3553,126600
80206-4127,684400
80210-2939,830700
80222-7628,499300
80204-3238,197500
80210-6614,699500
80211-3516,778200
80247-1924,372700
80219-3534,337900
80238-3741,1050100
80210-2716,490700
80211-1457,450000
80204-6604,267700
80210-2733,834500
80205-4046,351800
80223-1744,166900
80123-1669,290600
80211-4713,490100
80219-2922,293200
80231-6407,325800
80239-3722,223800
80237-1416,331000
80211-2818,502800
80218-3934,2400800
80219-2021,231700
80238-2441,634900
80222-6833,271000
80236-3219,434800
80210-1532,314400
80209-2165,5100000
80249-8284,351700
80206-4325,907900
80220-2625,366300
80202-1606,3222500
80220-2558,897700
80231-6024,407800
80220-5164,276400
80123-1830,205300
80219-3112,165000
80219-5636,266600
80211-3011,521800
80220-1087,463700
80219-2217,218600
None,1611900
None,None
None,None
80205-4434,447800
80249-8035,249300
80239-3814,228900
80249-8217,296600
80219-3754,225800
80211-3702,406500
80211-3436,631100
80238-3505,752900
80224-2117,536800
80207-2717,430300
80249-6727,271100
80220-3153,500100
80231-2743,304800
80206-5514,834000
None,389700
80236-2100,348500
80219-1958,138000
80221-1303,200500
80212-1441,715200
80219-5330,263500
80249-6602,298400
80247-6814,490000
80210-2636,839100
80123-0833,485500
80211-2722,523800
80210-1708,557500
80212-1952,330700
80219-4341,202500
80219-2267,228200
80207-2913,602000
80238-3340,598400
80219-2233,193600
80205-4634,452200
80219-2213,216500
None,547800
80207-1138,596600
None,542800
80205-3436,302600
80211-5132,773300
80221-1270,244100
80210-6616,454700
80219-3146,205600
80209-4648,722300
80235-3050,658200
80249-8512,356100
80219-2263,291500
80207-1118,407200
80210-2002,1196100
80205-2750,511600
80210-3228,539400
80219-4444,294900
None,881100
80231-4506,365300
80210-2540,467600
80249-7554,339400
80209-5012,773600
80222-7560,361100
80238-2548,558500
80212-1353,508900
80239-6310,230900
80236-2291,308300
80222-7565,265600
None,703600
80249-7198,284700
80219-5052,283600
80227-3844,310300
None,155800
80204-4545,358200
80227-3813,328300
80220-4561,265200
80237-2050,520400
80224-1980,290400
None,100
80220-2440,411200
None,308000
None,100
80211-2767,439500
80209-2116,536800
80205-5521,277100
80209-4522,947900
80239-5834,255700
80205-3523,390500
80220-6018,346900
80210-2242,498100
None,278700
80204-3914,297300
80220-2438,296800
80236-3448,315800
80210-1810,21253700
80220-4309,214600
None,636500
80219-3124,167000
80227-3863,332700
80219-2016,267100
80220-5619,1020400
80209-5121,629500
80222-3818,360900
80211-4052,809900
80227-3800,318200
None,1311000
80249-8498,235000
80239-4957,220700
80235-3125,909200
None,361100
None,501900
80231-2688,394100
80206-1930,553100
80224-2716,385600
80212-2255,386400
80211-4315,538700
None,74400
80210-2225,536000
80210-6550,387800
80238-3813,557700
80249-7244,191900
80246-1419,269200
80236-3361,377600
80205-4811,397400
80222-6851,357700
80212-1651,1168100
80227-4184,357400
80231-4770,321300
80236-3524,358800
80203-2014,592500
80239-5428,224400
80223-1552,1583200
80209-2309,1070000
80236-2132,262500
80206-2811,459700
80210-2826,391400
80220-4839,279800
None,100
80220-5024,621400
80223-1406,457400
80210-2331,498900
80123-5167,491800
80249-7488,365600
80216-2879,338000
80204-3101,162400
80220-2437,714300
80219-5935,221000
None,34800
None,100
80218-3604,686300
80223-4319,232400
80230-6528,599600
80220-4335,560800
80224-2211,466700
80220-4518,364200
80219-3724,230200
80206-3655,14314000
80210-1513,484700
80203-3810,261000
80239-3634,223500
None,693200
80219-5339,217700
80205-5515,300700
80218-5104,459700
80209-4018,248900
80219-2113,222200
None,56200
80211-3664,609000
80206-4231,1044700
80219-2920,177000
80209-4550,748200
80209-4019,353600
80220-1424,655900
80219-3824,226700
80210-4042,484100
80222-7103,410800
80246-3202,306400
None,100
80204-4410,261600
80211-1725,322400
80210-4931,678200
80216-2739,201200
80219-3904,264200
80239-4343,271900
80231-5614,213900
None,100
80246-1001,450100
None,100
80212-1352,843300
80210-4815,680800
80220-5305,622700
80210-4016,905800
80209-4723,1987200
None,100
80249-6510,250800
80209-4139,512800
80206-4415,1044000
80219-5343,220500
80211-1137,462200
80205-3445,311000
80219-3504,285800
80206-2903,513100
80249-8428,259400
80237-1262,443000
80238-3242,530000
80204-2532,296500
80219-2843,246400
80238-2906,582500
80227-3546,338100
80224-1207,383100
80207-3722,838200
80210-4015,488500
80212-1128,425000
None,100
None,7921600
80207-2913,341100
80220-5232,6600
None,100
80123-1989,339400
80219-3129,222600
80216-4011,245800
80219-4353,6583000
80207-3139,670500
80210-6957,1094800
80204-4423,375400
80207-1037,239400
80249-7353,295900
80209-4337,542100
None,9228900
80210-4934,790800
80206-4030,446600
80207-1321,235200
80218-3865,None
80218-2527,None
None,None
80212-2335,736100
80236-2310,305200
80236-2804,246700
80222-7542,298200
80210-4506,374100
80238-2686,469000
80210-2813,583000
80206-3518,596000
80246-2306,347300
80222-7304,257600
80227-3501,288800
80212-2909,365600
80206-4341,688700
80219-5911,216900
80223-3305,258500
80218-3761,None
80231-2662,222200
80210-6332,348100
80210-5910,416500
80222-6018,380300
None,593400
80249-8411,332300
80204-5123,211100
80210-3608,534600
80210-1710,568000
80230-7094,661700
80237-1336,416000
80205-5220,306800
80220-2948,1194100
80205-5648,446700
80239-7029,287300
80239-5038,258300
80207-3043,595300
None,689900
80239-4070,251900
80210-1519,144200
80209,531200
80212-1341,374200
80231-2609,499300
80210-1507,432600
80236-2502,231700
80205-4158,420100
80210-2028,592400
80224-1253,310500
None,100
80207-3628,294300
None,642600
80206-2715,518400
80237-2556,380100
80219-3019,290100
80212-2235,314100
80236-2106,318600
80205-2623,624000
None,321700
80202-1900,1740400
80220-4569,278200
80220-3014,314100
80219-6026,221700
80212-2851,273100
80219-2461,252200
80227-4122,318900
