"","address","countyfips","county","charter","city","distcode","district","highest","lowest","phone","schoolcode","school","setting","state","type","fips","zip","content","proficiency"
"104","11700 IRMA DRIVE",1,"ADAMS","N","NORTHGLENN",20,"ADAMS 12 FIVE STAR SCHOOLS","8th Grade","Kindergarten",7209724000,8275,"STEM LAB","Denver Metro","CO","Public School Physical Address",8001,80233,"ELA",63.7333333333333
"105","11700 IRMA DRIVE",1,"ADAMS","N","NORTHGLENN",20,"ADAMS 12 FIVE STAR SCHOOLS","8th Grade","Kindergarten",7209724000,8275,"STEM LAB","Denver Metro","CO","Public School Physical Address",8001,80233,"Math",64.4
"106","9450 PECOS STREET",1,"ADAMS","N","THORNTON",20,"ADAMS 12 FIVE STAR SCHOOLS","8th Grade","Kindergarten",7209725120,8310,"STEM LAUNCH","Denver Metro","CO","Public School Physical Address",8001,80206,"ELA",23.4333333333333
"107","9450 PECOS STREET",1,"ADAMS","N","THORNTON",20,"ADAMS 12 FIVE STAR SCHOOLS","8th Grade","Kindergarten",7209725120,8310,"STEM LAUNCH","Denver Metro","CO","Public School Physical Address",8001,80206,"Math",23.5166666666667
"108","11080 GRANT DRIVE",1,"ADAMS","N","NORTHGLENN",20,"ADAMS 12 FIVE STAR SCHOOLS","5th Grade","Kindergarten",7209725420,8361,"STUKEY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80233,"ELA",17.1666666666667
"109","11080 GRANT DRIVE",1,"ADAMS","N","NORTHGLENN",20,"ADAMS 12 FIVE STAR SCHOOLS","5th Grade","Kindergarten",7209725420,8361,"STUKEY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80233,"Math",14.65
"110","3500 SUMMIT GROVE PARKWAY",1,"ADAMS","N","THORNTON",20,"ADAMS 12 FIVE STAR SCHOOLS","5th Grade","Preschool",7209725640,2410,"TARVER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80241,"ELA",44.2
"111","3500 SUMMIT GROVE PARKWAY",1,"ADAMS","N","THORNTON",20,"ADAMS 12 FIVE STAR SCHOOLS","5th Grade","Preschool",7209725640,2410,"TARVER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80241,"Math",35.2666666666667
"112","9451 HOFFMAN WAY",1,"ADAMS","N","THORNTON",20,"ADAMS 12 FIVE STAR SCHOOLS","8th Grade","6th Grade",7209725160,5814,"THE INTERNATIONAL SCHOOL AT THORNTON MIDDLE","Denver Metro","CO","Public School Physical Address",8001,80229,"ELA",15.0666666666667
"113","9451 HOFFMAN WAY",1,"ADAMS","N","THORNTON",20,"ADAMS 12 FIVE STAR SCHOOLS","8th Grade","6th Grade",7209725160,5814,"THE INTERNATIONAL SCHOOL AT THORNTON MIDDLE","Denver Metro","CO","Public School Physical Address",8001,80229,"Math",12.2
"114","10604 GRANT DRIVE",1,"ADAMS","N","NORTHGLENN",20,"ADAMS 12 FIVE STAR SCHOOLS","5th Grade","Kindergarten",7209723620,8211,"THE STUDIO SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80233,"ELA",42.1333333333333
"115","10604 GRANT DRIVE",1,"ADAMS","N","NORTHGLENN",20,"ADAMS 12 FIVE STAR SCHOOLS","5th Grade","Kindergarten",7209723620,8211,"THE STUDIO SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80233,"Math",30.7333333333333
"116","900 EPPINGER BOULEVARD",1,"ADAMS","N","THORNTON",20,"ADAMS 12 FIVE STAR SCHOOLS","5th Grade","Preschool",7209725660,8842,"THORNTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80229,"ELA",25.5333333333333
"117","900 EPPINGER BOULEVARD",1,"ADAMS","N","THORNTON",20,"ADAMS 12 FIVE STAR SCHOOLS","5th Grade","Preschool",7209725660,8842,"THORNTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80229,"Math",13.4333333333333
"118","9351 WASHINGTON STREET",1,"ADAMS","N","THORNTON",20,"ADAMS 12 FIVE STAR SCHOOLS","12th Grade","9th Grade",7209724800,5816,"THORNTON HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80229,"ELA",12.4
"119","9351 WASHINGTON STREET",1,"ADAMS","N","THORNTON",20,"ADAMS 12 FIVE STAR SCHOOLS","12th Grade","9th Grade",7209724800,5816,"THORNTON HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80229,"Math",11.6
"120","11700 IRMA DRIVE",1,"ADAMS","Y","NORTHGLENN",20,"ADAMS 12 FIVE STAR SCHOOLS","12th Grade","Kindergarten",3034250967,9431,"WESTGATE CHARTER","Denver Metro","CO","Public School Physical Address",8001,80233,"ELA",61.325
"121","11700 IRMA DRIVE",1,"ADAMS","Y","NORTHGLENN",20,"ADAMS 12 FIVE STAR SCHOOLS","12th Grade","Kindergarten",3034250967,9431,"WESTGATE CHARTER","Denver Metro","CO","Public School Physical Address",8001,80233,"Math",32.175
"122","2800 WEST 135TH AVENUE",14,"BROOMFIELD","N","BROOMFIELD",20,"ADAMS 12 FIVE STAR SCHOOLS","8th Grade","6th Grade",7209725200,9444,"WESTLAKE MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8014,80020,"ELA",57.7
"123","2800 WEST 135TH AVENUE",14,"BROOMFIELD","N","BROOMFIELD",20,"ADAMS 12 FIVE STAR SCHOOLS","8th Grade","6th Grade",7209725200,9444,"WESTLAKE MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8014,80020,"Math",52.5
"124","1300 ROSEANNA DRIVE",1,"ADAMS","N","NORTHGLENN",20,"ADAMS 12 FIVE STAR SCHOOLS","5th Grade","Preschool",7209725680,9494,"WESTVIEW ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80234,"ELA",42.2333333333333
"125","1300 ROSEANNA DRIVE",1,"ADAMS","N","NORTHGLENN",20,"ADAMS 12 FIVE STAR SCHOOLS","5th Grade","Preschool",7209725680,9494,"WESTVIEW ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80234,"Math",23.1
"126","11717 MADISON STREET",1,"ADAMS","N","THORNTON",20,"ADAMS 12 FIVE STAR SCHOOLS","5th Grade","Preschool",7209725700,9682,"WOODGLEN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80233,"ELA",31.1333333333333
"127","11717 MADISON STREET",1,"ADAMS","N","THORNTON",20,"ADAMS 12 FIVE STAR SCHOOLS","5th Grade","Preschool",7209725700,9682,"WOODGLEN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80233,"Math",24.4333333333333
"128","7200 QUEBEC PARKWAY",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","12th Grade","9th Grade",3032893111,24,"ADAMS CITY HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",18.65
"129","4451 EAST 72ND AVENUE",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","8th Grade","6th Grade",3032895881,20,"ADAMS CITY MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",18.5333333333333
"130","4451 EAST 72ND AVENUE",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","8th Grade","6th Grade",3032895881,20,"ADAMS CITY MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",6.23333333333333
"131","7101 BIRCH STREET",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Kindergarten",3032886865,186,"ALSUP ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",24.4333333333333
"132","7101 BIRCH STREET",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Kindergarten",3032886865,186,"ALSUP ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",25.1666666666667
"133","6450 HOLLY STREET",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Preschool",3032870327,1426,"CENTRAL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",12.9
"134","6450 HOLLY STREET",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Preschool",3032870327,1426,"CENTRAL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",12.6666666666667
"135","7970 KIMBERLY STREET",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Kindergarten",3032870189,2308,"DUPONT ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",11.6333333333333
"136","7970 KIMBERLY STREET",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Kindergarten",3032870189,2308,"DUPONT ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",8.55
"137","7133 EAST 73RD AVENUE",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Preschool",3038535800,6534,"HANSON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",18.4
"138","7133 EAST 73RD AVENUE",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Preschool",3038535800,6534,"HANSON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",12.9
"139","6160 KEARNEY STREET",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","8th Grade","6th Grade",3032870261,4516,"KEARNEY MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",20.8
"140","6160 KEARNEY STREET",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","8th Grade","6th Grade",3032870261,4516,"KEARNEY MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",26.25
"141","6775 ONEIDA STREET",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Preschool",3032886633,4536,"KEMP ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",17.5666666666667
"142","6775 ONEIDA STREET",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Preschool",3032886633,4536,"KEMP ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",16.4
"143","7631 MONACO BOULEVARD",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Kindergarten",3032870307,5982,"MONACO ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",12.9
"144","7631 MONACO BOULEVARD",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Kindergarten",3032870307,5982,"MONACO ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",11.8
"145","6900 EAST 58TH AVENUE",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Preschool",3032870163,7500,"ROSE HILL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",18.8
"146","6900 EAST 58TH AVENUE",1,"ADAMS","N","COMMERCE CITY",30,"ADAMS COUNTY 14","5th Grade","Preschool",3032870163,7500,"ROSE HILL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",7.7
"147","9290 EAST 107TH AVENUE",1,"ADAMS","Y","HENDERSON",40,"SCHOOL DISTRICT 27J","8th Grade","Kindergarten",3034680160,700,"BELLE CREEK CHARTER SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80640,"ELA",36.0166666666667
"148","9290 EAST 107TH AVENUE",1,"ADAMS","Y","HENDERSON",40,"SCHOOL DISTRICT 27J","8th Grade","Kindergarten",3034680160,700,"BELLE CREEK CHARTER SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80640,"Math",38.45
"149","7800 E. 133RD AVENUE",1,"ADAMS","N","THORNTON",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",7206855050,1013,"BRANTNER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80602,"ELA",61.4666666666667
"150","7800 E. 133RD AVENUE",1,"ADAMS","N","THORNTON",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",7206855050,1013,"BRANTNER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80602,"Math",61.4333333333333
"151","270 SOUTH 8TH AVENUE",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","12th Grade","9th Grade",3036554200,1022,"BRIGHTON HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"ELA",20.2
"152","270 SOUTH 8TH AVENUE",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","12th Grade","9th Grade",3036554200,1022,"BRIGHTON HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"Math",28.15
"153","356 LONGSPUR DRIVE",1,"ADAMS","Y","BRIGHTON",40,"SCHOOL DISTRICT 27J","8th Grade","Preschool",7206853297,1052,"BROMLEY EAST CHARTER SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"ELA",35.6166666666667
"154","356 LONGSPUR DRIVE",1,"ADAMS","Y","BRIGHTON",40,"SCHOOL DISTRICT 27J","8th Grade","Preschool",7206853297,1052,"BROMLEY EAST CHARTER SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"Math",27.5571428571429
"155","3551 SOUTHERN STREET",1,"ADAMS","Y","BRIGHTON",40,"SCHOOL DISTRICT 27J","12th Grade","9th Grade",3033454380,2399,"EAGLE RIDGE ACADEMY","Denver Metro","CO","Public School Physical Address",8001,80601,"Math",21.3
"156","340 SOUTH 45TH AVENUE",1,"ADAMS","Y","BRIGHTON",40,"SCHOOL DISTRICT 27J","8th Grade","Kindergarten",3036599519,2945,"FOUNDATIONS ACADEMY","Denver Metro","CO","Public School Physical Address",8001,80601,"ELA",40.3666666666667
"157","340 SOUTH 45TH AVENUE",1,"ADAMS","Y","BRIGHTON",40,"SCHOOL DISTRICT 27J","8th Grade","Kindergarten",3036599519,2945,"FOUNDATIONS ACADEMY","Denver Metro","CO","Public School Physical Address",8001,80601,"Math",49.06
"158","12301 EAST 124TH AVENUE",1,"ADAMS","N","HENDERSON",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",3036552700,3900,"HENDERSON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80640,"ELA",37.5333333333333
"159","12301 EAST 124TH AVENUE",1,"ADAMS","N","HENDERSON",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",3036552700,3900,"HENDERSON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80640,"Math",37.0666666666667
"160","11453 OSWEGO STREET",1,"ADAMS","N","HENDERSON",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",3036552750,8032,"JOHN W THIMMIG ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80640,"ELA",28.1333333333333
"161","11453 OSWEGO STREET",1,"ADAMS","N","HENDERSON",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",3036552750,8032,"JOHN W THIMMIG ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80640,"Math",27
"162","10566 MEMPHIS STREET",1,"ADAMS","Y","COMMERCE CITY",40,"SCHOOL DISTRICT 27J","8th Grade","Kindergarten",3032872901,4950,"LANDMARK ACADEMY AT REUNION","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",46.56
"163","10566 MEMPHIS STREET",1,"ADAMS","Y","COMMERCE CITY",40,"SCHOOL DISTRICT 27J","8th Grade","Kindergarten",3032872901,4950,"LANDMARK ACADEMY AT REUNION","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",55.64
"164","3707 ESTRELLA STREET",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","5th Grade","Kindergarten",7206857500,5615,"MARY E PENNOCK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"ELA",33.7
"165","3707 ESTRELLA STREET",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","5th Grade","Kindergarten",7206857500,5615,"MARY E PENNOCK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"Math",34.2333333333333
"166","89 NORTH 6TH AVENUE",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",3036552500,6294,"NORTH ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"ELA",34.3
"167","89 NORTH 6TH AVENUE",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",3036552500,6294,"NORTH ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"Math",18.75
"168","1605 LONGSPEAK",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","6th Grade","Preschool",3036552550,6395,"NORTHEAST ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"ELA",24.1
"169","1605 LONGSPEAK",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","6th Grade","Preschool",3036552550,6395,"NORTHEAST ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"Math",23.8333333333333
"170","15955 EAST 101ST WAY",1,"ADAMS","N","COMMERCE CITY",40,"SCHOOL DISTRICT 27J","8th Grade","6th Grade",7206855500,6702,"OTHO E STUART MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",37.1666666666667
"171","15955 EAST 101ST WAY",1,"ADAMS","N","COMMERCE CITY",40,"SCHOOL DISTRICT 27J","8th Grade","6th Grade",7206855500,6702,"OTHO E STUART MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",21.0666666666667
"172","455 NORTH 19TH AVENUE",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","8th Grade","6th Grade",3036554000,6638,"OVERLAND TRAIL MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"ELA",21.8666666666667
"173","455 NORTH 19TH AVENUE",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","8th Grade","6th Grade",3036554000,6638,"OVERLAND TRAIL MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"Math",26.425
"174","12909 E 120TH AVE",1,"ADAMS","N","HENDERSON",40,"SCHOOL DISTRICT 27J","12th Grade","9th Grade",3036558800,7129,"PRAIRIE VIEW HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80640,"ELA",21.9
"175","12909 E 120TH AVE",1,"ADAMS","N","HENDERSON",40,"SCHOOL DISTRICT 27J","12th Grade","9th Grade",3036558800,7129,"PRAIRIE VIEW HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80640,"Math",37.4
"176","12915 EAST 120TH AVENUE",1,"ADAMS","N","HENDERSON",40,"SCHOOL DISTRICT 27J","8th Grade","6th Grade",7206855400,7131,"PRAIRIE VIEW MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80640,"ELA",32.2
"177","12915 EAST 120TH AVENUE",1,"ADAMS","N","HENDERSON",40,"SCHOOL DISTRICT 27J","8th Grade","6th Grade",7206855400,7131,"PRAIRIE VIEW MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80640,"Math",21.9666666666667
"178","9950 LAREDO DRIVE",1,"ADAMS","N","COMMERCE CITY",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",7206857550,7714,"SECOND CREEK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",43.3666666666667
"179","9950 LAREDO DRIVE",1,"ADAMS","N","COMMERCE CITY",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",7206857550,7714,"SECOND CREEK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",42.4333333333333
"180","305 SOUTH 5TH AVENUE",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","5th Grade","Kindergarten",3036552600,8060,"SOUTH ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"ELA",31
"181","305 SOUTH 5TH AVENUE",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","5th Grade","Kindergarten",3036552600,8060,"SOUTH ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"Math",18.1666666666667
"182","1595 SOUTHERN STREET",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","5th Grade","Kindergarten",3038662650,8130,"SOUTHEAST ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"ELA",27.1
"183","1595 SOUTHERN STREET",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","5th Grade","Kindergarten",3038662650,8130,"SOUTHEAST ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"Math",14.1
"184","13069 EAST 106TH PLACE",1,"ADAMS","N","COMMERCE CITY",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",7206855350,8820,"TURNBERRY ELEMENTARY","Denver Metro","CO","Public School Physical Address",8001,80022,"ELA",50.0333333333333
"185","13069 EAST 106TH PLACE",1,"ADAMS","N","COMMERCE CITY",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",7206855350,8820,"TURNBERRY ELEMENTARY","Denver Metro","CO","Public School Physical Address",8001,80022,"Math",48.4
"186","879 JESSUP STREET",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","8th Grade","6th Grade",3036554050,9230,"VIKAN MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"ELA",21.1666666666667
"187","879 JESSUP STREET",1,"ADAMS","N","BRIGHTON",40,"SCHOOL DISTRICT 27J","8th Grade","6th Grade",3036554050,9230,"VIKAN MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80601,"Math",12.1333333333333
"188","13102 MONACO STREET",1,"ADAMS","N","THORNTON",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",7206855300,9426,"WEST RIDGE ELEMENTARY","Denver Metro","CO","Public School Physical Address",8001,80602,"ELA",47.7333333333333
"189","13102 MONACO STREET",1,"ADAMS","N","THORNTON",40,"SCHOOL DISTRICT 27J","5th Grade","Preschool",7206855300,9426,"WEST RIDGE ELEMENTARY","Denver Metro","CO","Public School Physical Address",8001,80602,"Math",44.8666666666667
"190","2341 SHERRELWOOD DRIVE",1,"ADAMS","N","DENVER",70,"WESTMINSTER PUBLIC SCHOOLS","5th Grade","Kindergarten",3034281884,1622,"CLARA E. METZ ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80221,"ELA",11.9
"191","2341 SHERRELWOOD DRIVE",1,"ADAMS","N","DENVER",70,"WESTMINSTER PUBLIC SCHOOLS","5th Grade","Kindergarten",3034281884,1622,"CLARA E. METZ ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80221,"Math",10.5666666666667
"192","7281 IRVING STREET",1,"ADAMS","N","WESTMINSTER",70,"WESTMINSTER PUBLIC SCHOOLS","8th Grade","Kindergarten",7205425016,4334,"COLORADO STEM ACADEMY","Denver Metro","CO","Public School Physical Address",8001,80030,"ELA",50.25
"193","7281 IRVING STREET",1,"ADAMS","N","WESTMINSTER",70,"WESTMINSTER PUBLIC SCHOOLS","8th Grade","Kindergarten",7205425016,4334,"COLORADO STEM ACADEMY","Denver Metro","CO","Public School Physical Address",8001,80030,"Math",44.35
"194","7826 FAIRVIEW DRIVE",1,"ADAMS","N","DENVER",70,"WESTMINSTER PUBLIC SCHOOLS","5th Grade","Preschool",3034281405,2876,"FAIRVIEW ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80221,"ELA",16.7666666666667
