address,countyfips,county,charter,city,distcode,district,highest,lowest,phone,schoolcode,name,setting,state,type,fips,zip
7826 FAIRVIEW DRIVE,1,ADAMS,N,DENVER,70,WESTMINSTER PUBLIC SCHOOLS,5th Grade,Preschool,3034281405,2876,FAIRVIEW ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80221
8731 LOWELL BOULEVARD,1,ADAMS,N,WESTMINSTER,70,WESTMINSTER PUBLIC SCHOOLS,5th Grade,Preschool,3034282161,7810,FLYNN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80030
1740 JORDAN DRIVE,1,ADAMS,N,DENVER,70,WESTMINSTER PUBLIC SCHOOLS,5th Grade,Preschool,3034281330,3144,FRANCIS M. DAY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80221
8030 IRVING STREET,1,ADAMS,N,WESTMINSTER,70,WESTMINSTER PUBLIC SCHOOLS,Preschool,Preschool,3034281560,3649,GREGORY HILL PRESCHOOL,Denver Metro,CO,Public School Physical Address,8001,80030
4300 WEST 75TH AVENUE,1,ADAMS,N,WESTMINSTER,70,WESTMINSTER PUBLIC SCHOOLS,5th Grade,Preschool,3034281721,3792,HARRIS PARK ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80030
7300 LOWELL BOULEVARD,1,ADAMS,N,WESTMINSTER,70,WESTMINSTER PUBLIC SCHOOLS,12th Grade,9th Grade,3034282600,3931,HIDDEN LAKE HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80030
2401 WEST 80TH AVENUE,1,ADAMS,N,DENVER,70,WESTMINSTER PUBLIC SCHOOLS,8th Grade,6th Grade,3034289577,7305,IVER C. RANUM MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80221
3475 WEST 67TH AVENUE,1,ADAMS,N,DENVER,70,WESTMINSTER PUBLIC SCHOOLS,5th Grade,Preschool,3034281121,4465,JOSEPHINE HODGKINS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80221
7001 LIPAN STREET,1,ADAMS,N,DENVER,70,WESTMINSTER PUBLIC SCHOOLS,8th Grade,6th Grade,3034288583,5388,M. SCOTT CARPENTER MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80221
9100 LOWELL BOULEVARD,1,ADAMS,N,WESTMINSTER,70,WESTMINSTER PUBLIC SCHOOLS,5th Grade,Preschool,3034282891,5834,MESA ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80030
8780 CIRCLE DRIVE,1,ADAMS,N,WESTMINSTER,70,WESTMINSTER PUBLIC SCHOOLS,8th Grade,6th Grade,3034289533,7812,SHAW HEIGHTS MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80030
8095 KALAMATH DRIVE,1,ADAMS,N,DENVER,70,WESTMINSTER PUBLIC SCHOOLS,5th Grade,Preschool,3034285353,7860,SHERRELWOOD ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80221
7395 ZUNI STREET,1,ADAMS,N,DENVER,70,WESTMINSTER PUBLIC SCHOOLS,5th Grade,Preschool,3034282300,7952,SKYLINE VISTA ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80221
9451 HOOKER STREET,1,ADAMS,N,WESTMINSTER,70,WESTMINSTER PUBLIC SCHOOLS,5th Grade,Preschool,3034268907,8406,SUNSET RIDGE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80030
6330 TENNYSON STREET,1,ADAMS,N,ARVADA,70,WESTMINSTER PUBLIC SCHOOLS,5th Grade,Preschool,3034294090,8798,TENNYSON KNOLLS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80003
7482 IRVING STREET,1,ADAMS,N,WESTMINSTER,70,WESTMINSTER PUBLIC SCHOOLS,6th Grade,Preschool,3034282494,9236,WESTMINSTER ACADEMY FOR INTERNATIONAL STUDIES,Denver Metro,CO,Public School Physical Address,8001,80030
6933 RALEIGH ST,1,ADAMS,N,WESTMINSTER,70,WESTMINSTER PUBLIC SCHOOLS,12th Grade,9th Grade,3036573980,9466,WESTMINSTER HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8001,80030
1709 WEST 10TH STREET,3,ALAMOSA,N,ALAMOSA,100,ALAMOSA RE-11J,5th Grade,Kindergarten,7195871600,115,ALAMOSA ELEMENTARY SCHOOL,Outlying City,CO,Public School Physical Address,8003,81101
805 CRAFT DRIVE,3,ALAMOSA,N,ALAMOSA,100,ALAMOSA RE-11J,12th Grade,9th Grade,7195876000,118,ALAMOSA HIGH SCHOOL,Outlying City,CO,Public School Physical Address,8003,81101
2431 MAIN STREET,3,ALAMOSA,N,ALAMOSA,100,ALAMOSA RE-11J,12th Grade,6th Grade,7199372112,368,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,Outlying City,CO,Public School Physical Address,8003,81101
401 VICTORIA AVENUE,3,ALAMOSA,N,ALAMOSA,100,ALAMOSA RE-11J,8th Grade,6th Grade,7195871650,114,ORTEGA MIDDLE SCHOOL,Outlying City,CO,Public School Physical Address,8003,81101
8751 Lane 7 N,3,ALAMOSA,N,MOSCA,110,SANGRE DE CRISTO RE-22J,5th Grade,Preschool,7193782321,7626,SANGRE DE CRISTO ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8003,81146
8751 Lane 7 N,3,ALAMOSA,N,MOSCA,110,SANGRE DE CRISTO RE-22J,12th Grade,6th Grade,7193782321,7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,Remote,CO,Public School Physical Address,8003,81146
3195 SOUTH LAFAYETTE STREET,5,ARAPAHOE,N,ENGLEWOOD,120,ENGLEWOOD 1,6th Grade,Kindergarten,3037612433,1514,CHARLES HAY WORLD SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80113
4500 SOUTH LINCOLN STREET,5,ARAPAHOE,N,ENGLEWOOD,120,ENGLEWOOD 1,6th Grade,Kindergarten,3037612102,1556,CHERRELYN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80113
4600 SOUTH FOX STREET,5,ARAPAHOE,N,ENGLEWOOD,120,ENGLEWOOD 1,6th Grade,Kindergarten,3037817831,1652,CLAYTON ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80110
2323 WEST BAKER,5,ARAPAHOE,N,ENGLEWOOD,120,ENGLEWOOD 1,12th Grade,9th Grade,3039345786,206,COLORADO'S FINEST HIGH SCHOOL OF CHOICE,Denver Metro,CO,Public School Physical Address,8005,80110
700 W. MANSFIELD,5,ARAPAHOE,N,ENGLEWOOD,120,ENGLEWOOD 1,Preschool,Preschool,3037817585,5318,ENGLEWOOD EARLY CHILDHOOD EDUCATION CENTER AT MADDOX,Denver Metro,CO,Public School Physical Address,8005,80110
3800 SOUTH LOGAN STREET,5,ARAPAHOE,N,ENGLEWOOD,120,ENGLEWOOD 1,12th Grade,9th Grade,3038062266,2746,ENGLEWOOD HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80113
3800 S. LOGAN,5,ARAPAHOE,N,ENGLEWOOD,120,ENGLEWOOD 1,9th Grade,6th Grade,3038062266,2750,ENGLEWOOD LEADERSHIP ACADEMY,Denver Metro,CO,Public School Physical Address,8005,80113
300 WEST CHENANGO,5,ARAPAHOE,N,ENGLEWOOD,120,ENGLEWOOD 1,8th Grade,7th Grade,3037817817,2752,ENGLEWOOD MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80110
3100 SOUTH ELATI STREET,5,ARAPAHOE,N,ENGLEWOOD,120,ENGLEWOOD 1,6th Grade,Kindergarten,3037611496,9620,WM E BISHOP ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80110
3700 SOUTH KNOX COURT,5,ARAPAHOE,N,ENGLEWOOD,123,SHERIDAN 2,2nd Grade,Kindergarten,7208336989,3054,ALICE TERRY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80150
4000 SOUTH LOWELL BOULEVARD,5,ARAPAHOE,N,ENGLEWOOD,123,SHERIDAN 2,Preschool,Preschool,7208336991,7843,EARLY CHILDHOOD EDUCATION CENTER,Denver Metro,CO,Public School Physical Address,8005,80150
4107 SOUTH FEDERAL BOULEVARD,5,ARAPAHOE,N,ENGLEWOOD,123,SHERIDAN 2,8th Grade,3rd Grade,7208336988,7837,FORT LOGAN NORTHGATE,Denver Metro,CO,Public School Physical Address,8005,80150
3201 WEST OXFORD AVENUE,5,ARAPAHOE,N,DENVER,123,SHERIDAN 2,12th Grade,9th Grade,7208336987,7842,SHERIDAN HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80236
3201 WEST OXFORD AVENUE,5,ARAPAHOE,N,DENVER,123,SHERIDAN 2,12th Grade,6th Grade,7208336825,8123,SOAR ACADEMY,Denver Metro,CO,Public School Physical Address,8005,80236
5455 SOUTH TEMPE STREET,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208863300,242,ANTELOPE RIDGE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
19100 EAST BATES AVENUE,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208862800,348,ARROWHEAD ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80013
4655 S HIMALAYA STREET,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,5th Grade,Preschool,7208863700,442,ASPEN CROSSING ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
4851 SOUTH DAYTON STREET,5,ARAPAHOE,N,GREENWOOD VILLAGE,130,CHERRY CREEK 5,5th Grade,Preschool,7205543100,714,BELLEVIEW ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80111
25233 E. GLASGOW DR,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208868900,4448,BLACK FOREST HILLS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80016
24300 EAST PROGRESS DRIVE,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,6th Grade,Preschool,7208864000,1155,BUFFALO TRAIL ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80016
4785 SOUTH DAYTON STREET,5,ARAPAHOE,N,GREENWOOD VILLAGE,130,CHERRY CREEK 5,8th Grade,6th Grade,7205542700,1566,CAMPUS MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80111
6070 SOUTH VERSAILLES PARKWAY,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208863600,1273,CANYON CREEK ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
9659 EAST MISSISSIPPI AVENUE,5,ARAPAHOE,N,DENVER,130,CHERRY CREEK 5,8th Grade,Preschool,7207472100,1510,CHALLENGE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80231
25901 ARAPAHOE PARKWAY,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,12th Grade,9th Grade,7208861900,1551,CHEROKEE TRAIL HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80016
6260 SOUTH DAYTON STREET,5,ARAPAHOE,Y,GREENWOOD VILLAGE,130,CHERRY CREEK 5,8th Grade,Kindergarten,3037798988,1571,CHERRY CREEK CHARTER ACADEMY,Denver Metro,CO,Public School Physical Address,8005,80111
9300 EAST UNION AVENUE,5,ARAPAHOE,N,GREENWOOD VILLAGE,130,CHERRY CREEK 5,12th Grade,9th Grade,7205542000,1570,CHERRY CREEK HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80111
2400 EAST QUINCY AVENUE,5,ARAPAHOE,N,CHERRY HILLS VILLAGE,130,CHERRY CREEK 5,5th Grade,Preschool,7207472700,1574,CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80110
17373 EAST LEHIGH PL,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208868100,1614,CIMARRON ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80013
11200 EAST ORCHARD AVENUE,5,ARAPAHOE,N,ENGLEWOOD,130,CHERRY CREEK 5,5th Grade,Preschool,7205543200,1916,COTTONWOOD CREEK ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80111
24605 E DAVIES WAY,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208863900,243,COYOTE HILLS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80016
19993 EAST LONG AVENUE,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,5th Grade,Preschool,7208863500,1970,CREEKSIDE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80016
3950 SOUTH KIRK WAY,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208863000,2094,DAKOTA VALLEY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80013
7686 EAST HINSDALE AVENUE,5,ARAPAHOE,N,ENGLEWOOD,130,CHERRY CREEK 5,5th Grade,Preschool,7205543300,2292,DRY CREEK ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80112
5100 SOUTH PICADILLY STREET,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,12th Grade,9th Grade,7208861000,2357,EAGLECREST HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
11777 EAST WESLEY AVENUE,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7207472200,2428,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80014
14076 EAST BRIARWOOD AVE,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,12th Grade,9th Grade,7208867200,2653,ENDEAVOR ACADEMY,Denver Metro,CO,Public School Physical Address,8005,80112
6100 SOUTH GENOA STREET,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,8th Grade,6th Grade,7208867600,2897,FALCON CREEK MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80016
6363 SOUTH WACO STREET,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208868700,16,FOX HOLLOW ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80116
26301 EAST ARAPAHOE ROAD,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,8th Grade,6th Grade,7208864700,3030,FOX RIDGE MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80016
20500 EAST ARAPAHOE ROAD,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,12th Grade,9th Grade,7208866500,3589,GRANDVIEW HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80016
5550 SOUTH HOLLY STREET,5,ARAPAHOE,N,GREENWOOD VILLAGE,130,CHERRY CREEK 5,5th Grade,Preschool,7205543400,3648,GREENWOOD ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80111
6867 EAST HERITAGE PLACE SOUTH,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,5th Grade,Preschool,7205543500,3926,HERITAGE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80111
19697 EAST SMOKY HILL ROAD,5,ARAPAHOE,Y,CENTENNIAL,130,CHERRY CREEK 5,5th Grade,Kindergarten,9709862830,4189,HERITAGE HEIGHTS ACADEMY,Denver Metro,CO,Public School Physical Address,8005,80015
6100 SOUTH FULTON STREET,5,ARAPAHOE,N,GREENWOOD VILLAGE,130,CHERRY CREEK 5,5th Grade,Preschool,7205543600,1572,HIGH PLAINS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80111
11000 EAST EXPOSITION,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7207472300,3988,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80012
6161 EAST CORNELL AVENUE,5,ARAPAHOE,N,DENVER,130,CHERRY CREEK 5,5th Grade,Preschool,7207472500,4062,HOLLY HILLS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80222
7451 SOUTH HOMESTEAD PARKWAY,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,5th Grade,Preschool,7205543700,4078,HOMESTEAD ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80112
3981 SOUTH RESERVOIR ROAD,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,8th Grade,6th Grade,7208866100,4100,HORIZON MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80013
4700 SOUTH MEMPHIS STREET,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208868200,4276,INDEPENDENCE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
16501 EAST PROGRESS DRIVE,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208868400,4280,INDIAN RIDGE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
5000 SOUTH LAREDO STREET,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,8th Grade,6th Grade,7208865000,4975,LAREDO MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
21500 EAST DRY CREEK ROAD,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,8th Grade,6th Grade,7208862400,18,LIBERTY MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80016
17901 EAST GRAND AVENUE,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208868600,5744,MEADOW POINT ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
3855 SOUTH ALICIA PARKWAY,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208868000,5934,MISSION VIEJO ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80013
22200 EAST RADCLIFF PARKWAY,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,5th Grade,Preschool,7208862700,6225,MOUNTAIN VISTA ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
16500 E. SMOKEY HILL ROAD,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,12th Grade,Kindergarten,7208867380,6367,OPTIONS SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
5436 SOUTH RIVIERA WAY,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,Preschool,Preschool,7205544000,6475,OUTBACK PRESCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
12400 EAST JEWELL AVENUE,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,12th Grade,9th Grade,7207473700,6625,OVERLAND HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80012
19451 EAST PROGRESS CIRCLE,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,5th Grade,Preschool,7208863100,6820,PEAKVIEW ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
6525 S. WHEATLANDS PARKWAY,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208868800,6955,PINE RIDGE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80016
2985 SOUTH OAKLAND STREET,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7207472600,7102,POLTON COMMUNITY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80014
1885 SOUTH LIMA STREET,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7207472800,7116,PONDEROSA ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80012
12600 EAST JEWELL AVENUE,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,8th Grade,6th Grade,7207473000,7158,PRAIRIE MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80012
12600 EAST JEWELL AVE,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,Preschool,Preschool,7205544000,6619,PRAIRIE PRESCHOOL,Denver Metro,CO,Public School Physical Address,8005,80012
16251 E GEDDES AVENUE,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,5th Grade,Preschool,7208863800,7277,RED HAWK RIDGE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80112
5756 SOUTH BISCAY CIRCLE,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208863400,7476,ROLLING HILLS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
14700 EAST TEMPLE PLACE,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208868300,7559,SAGEBRUSH ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
4500 S HIMALAYA STREET,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,8th Grade,6th Grade,7208864711,141,SKY VISTA MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
16100 EAST SMOKY HILL ROAD,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,12th Grade,9th Grade,7208865300,8020,SMOKY HILL HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
18201 EAST QUINCY AVE,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208866400,8380,SUMMIT ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
4050 SOUTH GENOA WAY,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7208862900,8394,SUNRISE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80013
3301 SOUTH MONACO PARKWAY,5,ARAPAHOE,N,DENVER,130,CHERRY CREEK 5,Preschool,Preschool,7205543280,4896,THE COTTAGE AT HOLLY RIDGE,Denver Metro,CO,Public School Physical Address,8005,80222
5250 SOUTH PICADILLY STREET,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,8th Grade,6th Grade,7208861500,8848,THUNDER RIDGE MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
5500 SOUTH KILLARNEY STREET,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,5th Grade,Preschool,7208863200,8850,TIMBERLINE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
5400 SOUTH WACO STREET,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,5th Grade,Preschool,7208868500,8887,TRAILS WEST ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80015
1433 SOUTH OAKLAND STREET,5,ARAPAHOE,N,AURORA,130,CHERRY CREEK 5,5th Grade,Preschool,7207472000,9108,VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80012
8195 EAST COSTILLA BOULEVARD,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,5th Grade,Preschool,7205543800,9200,WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80112
5151 SOUTH HOLLY,5,ARAPAHOE,N,GREENWOOD VILLAGE,130,CHERRY CREEK 5,8th Grade,6th Grade,7205545100,1568,WEST MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80121
7855 SOUTH WILLOW WAY,5,ARAPAHOE,N,CENTENNIAL,130,CHERRY CREEK 5,5th Grade,Preschool,7205543900,9624,WILLOW CREEK ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80112
2201 EAST DRY CREEK ROAD,5,ARAPAHOE,N,CENTENNIAL,140,LITTLETON 6,12th Grade,9th Grade,3033476000,298,ARAPAHOE HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80122
3306 WEST BERRY AVENUE,5,ARAPAHOE,N,LITTLETON,140,LITTLETON 6,5th Grade,Kindergarten,3033474425,1382,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,Denver Metro,CO,Public School Physical Address,8005,80123
5933 SOUTH FAIRFIELD STREET,5,ARAPAHOE,N,LITTLETON,140,LITTLETON 6,5th Grade,Kindergarten,3033474450,2382,EAST ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80120
777 WEST EUCLID AVENUE,5,ARAPAHOE,N,LITTLETON,140,LITTLETON 6,8th Grade,6th Grade,3033477800,2804,EUCLID MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80120
5402 SOUTH SHERMAN WAY,5,ARAPAHOE,N,LITTLETON,140,LITTLETON 6,5th Grade,Kindergarten,3033474475,2926,FIELD ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80121
1603 EAST EUCLID AVE,5,ARAPAHOE,N,CENTENNIAL,140,LITTLETON 6,5th Grade,Kindergarten,3033474500,752,FRANKLIN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80121
3800 WEST BERRY AVENUE,5,ARAPAHOE,N,LITTLETON,140,LITTLETON 6,8th Grade,6th Grade,3033477850,3472,GODDARD MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80123
1401 WEST GEDDES AVENUE,5,ARAPAHOE,N,LITTLETON,140,LITTLETON 6,12th Grade,9th Grade,3033477600,3930,HERITAGE HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80120
711 EAST EUCLID AVENUE,5,ARAPAHOE,N,CENTENNIAL,140,LITTLETON 6,5th Grade,Preschool,3033474525,3950,HIGHLAND ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80121
7171 SOUTH PENNSYLVANIA STREET,5,ARAPAHOE,N,CENTENNIAL,140,LITTLETON 6,5th Grade,Preschool,3033474550,5572,HOPKINS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80122
8000 SOUTH CORONA WAY,5,ARAPAHOE,N,LITTLETON,140,LITTLETON 6,8th Grade,6th Grade,3033477850,4447,JOHN WESLEY POWELL MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80122
1200 WEST MINERAL AVENUE,5,ARAPAHOE,Y,LITTLETON,140,LITTLETON 6,8th Grade,Kindergarten,3037985252,5229,LITTLETON ACADEMY,Denver Metro,CO,Public School Physical Address,8005,80120
199 EAST LITTLETON BLVD,5,ARAPAHOE,N,LITTLETON,140,LITTLETON 6,12th Grade,9th Grade,3033477700,5224,LITTLETON HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80121
5301 S. BANNOCK ST.,5,ARAPAHOE,Y,LITTLETON,140,LITTLETON 6,8th Grade,Preschool,3037341995,5233,LITTLETON PREP CHARTER SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80120
6350 SOUTH FAIRFAX WAY,5,ARAPAHOE,N,CENTENNIAL,140,LITTLETON 6,5th Grade,Kindergarten,3033474575,5236,LOIS LENSKI ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8005,80121
